symbol	chr	ucsc_chr	loc_start	fullname	GO
BROX	1	1	222889041	BRO1 domain and CAAX motif containing	GO:0016020
BRP44	1	1	167887560	brain protein 44	GO:0005739
BRP44L	6	6	166778916	brain protein 44-like	GO:0003674,GO:0005575,GO:0005739,GO:0008150
BRPF1	3	3	9775824	bromodomain and PHD finger containing, 1	GO:0003677,GO:0005622,GO:0005634,GO:0005737,GO:0005886,GO:0008270,GO:0016568,GO:0043966,GO:0045893,GO:0046872,GO:0070776,GO:0070776
BRPF3	6	6	36168099	bromodomain and PHD finger containing, 3	GO:0002576,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005576,GO:0005829,GO:0007596,GO:0016568,GO:0030168,GO:0043966,GO:0046872,GO:0070776,GO:0070776,GO:0008270
BRS3	X	X	135570273	bombesin-like receptor 3	GO:0004872,GO:0004930,GO:0005886,GO:0006006,GO:0008217,GO:0008343,GO:0016021,GO:0031989,GO:0043005,GO:0043025,GO:0004946
BRSK1	19	19	55795810	BR serine/threonine kinase 1	GO:0000166,GO:0000287,GO:0004674,GO:0005524,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0005886,GO:0006468,GO:0006974,GO:0009411,GO:0010212,GO:0030010,GO:0030054,GO:0030182,GO:0031572
BRSK2	11	11	1411514	BR serine/threonine kinase 2	GO:0000166,GO:0000287,GO:0004674,GO:0005524,GO:0006468,GO:0030010,GO:0030182
BRUNOL4	18	18	34833773	NA	NA
BRUNOL5	19	19	3224737	bruno-like 5, RNA binding protein (Drosophila)	NA
BRUNOL6	15	15	72579605	bruno-like 6, RNA binding protein (Drosophila)	NA
BRWD1	21	21	40558951	bromodomain and WD repeat domain containing 1	GO:0003674,GO:0005634,GO:0005737,GO:0006355,GO:0008150
BRWD2	10	10	122610932	bromodomain and WD repeat domain containing 2	NA
BRWD3	X	X	79932107	bromodomain and WD repeat domain containing 3	NA
BSCL2	11	11	62458119	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	GO:0003674,GO:0005783,GO:0005789,GO:0008150,GO:0008219,GO:0016020,GO:0016021,GO:0030176
BSDC1	1	1	32832222	BSD domain containing 1	GO:0005515
BSG	19	19	571547	basigin (Ok blood group)	GO:0000139,GO:0000139,GO:0005515,GO:0005515,GO:0005515,GO:0005529,GO:0005537,GO:0005739,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0005886,GO:0006090,GO:0007166,GO:0007566,GO:0007596,GO:0015129,GO:0015727,GO:0016021,GO:0042383,GO:0042470,GO:0042475,GO:0043434,GO:0045121,GO:0046689,GO:0046697,GO:0050900,GO:0051591
BSN	3	3	49592035	bassoon (presynaptic cytomatrix protein)	GO:0005634,GO:0005737,GO:0005856,GO:0007268,GO:0019717,GO:0030054,GO:0044306,GO:0046872,GO:0048786
BSND	1	1	55464859	Bartter syndrome, infantile, with sensorineural deafness (Barttin)	GO:0005254,GO:0005737,GO:0005886,GO:0005887,GO:0006821,GO:0016323,GO:0017081,GO:0043234
BSPH1	19	19	48479968	binder of sperm protein homolog 1	GO:0005576,GO:0007338
BSPRY	9	9	116111859	B-box and SPRY domain containing	GO:0005622,GO:0005737,GO:0006811,GO:0006816,GO:0008270,GO:0016020,GO:0046872
BST1	4	4	15704767	Bst1p	GO:0003953,GO:0005488,GO:0005886,GO:0006959,GO:0007275,GO:0016787,GO:0019898,GO:0031225
BST2	19	19	17514503	bone marrow stromal cell antigen 2	GO:0004871,GO:0005770,GO:0005794,GO:0005887,GO:0006959,GO:0007165,GO:0007267,GO:0007275,GO:0008283,GO:0031225,GO:0042113,GO:0042803,GO:0043123,GO:0044459,GO:0045087,GO:0051607
BSX	11	11	122848356	brain-specific homeobox	GO:0003700,GO:0005634,GO:0005667,GO:0005737,GO:0006355,GO:0007626,GO:0042755,GO:0043565,GO:0045944,GO:0060056
BTAF1	10	10	93683833	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	GO:0000166,GO:0003677,GO:0003700,GO:0004386,GO:0005524,GO:0005634,GO:0006351,GO:0016817,GO:0045892
BTBD1	15	15	83687502	BTB (POZ) domain containing 1	GO:0000932,GO:0005515,GO:0005737,GO:0008150,GO:0043234
BTBD10	11	11	13410377	BTB (POZ) domain containing 10	GO:0005634
BTBD11	12	12	107712717	BTB (POZ) domain containing 11	GO:0003677,GO:0016020,GO:0016021
BTBD12	16	16	3632342	BTB (POZ) domain containing 12	NA
BTBD16	10	10	124034596	BTB (POZ) domain containing 16	NA
BTBD17	17	17	72352795	BTB (POZ) domain containing 17	GO:0005576
BTBD18	11	11	57511605	BTB (POZ) domain containing 18	NA
BTBD19	1	1	45274492	BTB (POZ) domain containing 19	NA
BTBD2	19	19	1986486	BTB (POZ) domain containing 2	GO:0000932,GO:0005515,GO:0005515,GO:0005737
BTBD3	20	20	11899106	BTB (POZ) domain containing 3	NA
BTBD6	14	14	105715207	BTB (POZ) domain containing 6	GO:0000932,GO:0005737
BTBD7	14	14	93708618	BTB (POZ) domain containing 7	NA
BTBD8	1	1	92546128	BTB (POZ) domain containing 8	GO:0005634,GO:0005730
BTBD9	6	6	38142760	BTB (POZ) domain containing 9	GO:0007155
BTC	4	4	75673250	betacellulin	GO:0005154,GO:0005576,GO:0005615,GO:0005625,GO:0005886,GO:0008083,GO:0008284,GO:0016021,GO:0043066,GO:0051781
BTD	3	3	15643357	biotinidase	GO:0004075,GO:0005576,GO:0005615,GO:0005730,GO:0007417,GO:0008544,GO:0043204,GO:0045177,GO:0047708,GO:0006807
BTF3	5	5	72794492	hypothetical protein	GO:0005515,GO:0001701,GO:0005634,GO:0006355,GO:0006366
BTF3L1	13	13	77503224	NA	NA
BTF3L4	1	1	52549017	basic transcription factor 3-like 4	NA
BTG1	12	12	92537855	B-cell translocation gene 1, anti-proliferative	GO:0003712,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0006355,GO:0006479,GO:0006979,GO:0007283,GO:0008285,GO:0008285,GO:0016477,GO:0019899,GO:0019900,GO:0030308,GO:0042981,GO:0043434,GO:0045603,GO:0045663,GO:0045663,GO:0045766
BTG2	1	1	203274734	BTG family, member 2	GO:0005515,GO:0006281,GO:0006355,GO:0006479,GO:0006974,GO:0008285,GO:0008306,GO:0009612,GO:0009952,GO:0010243,GO:0014070,GO:0021542,GO:0021954,GO:0030182,GO:0031175,GO:0043066,GO:0043434,GO:0045768,GO:0051602,GO:0060213,GO:2000178
BTG3	21	21	18966410	BTG family, member 3	GO:0005737,GO:0008285,GO:0045930
BTG4	11	11	111338396	B-cell translocation gene 4	GO:0005575,GO:0007050,GO:0008285,GO:0030182,GO:0045930
BTK	X	X	100604872	Bruton agammaglobulinemia tyrosine kinase	GO:0000166,GO:0004713,GO:0004715,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005547,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006468,GO:0007249,GO:0007498,GO:0008624,GO:0018108,GO:0019722,GO:0031410,GO:0035556,GO:0042802,GO:0045121,GO:0046872,GO:0048469
BTLA	3	3	112184954	B and T lymphocyte associated	GO:0002768,GO:0004872,GO:0005886,GO:0005886,GO:0005886,GO:0005887,GO:0009897,GO:0030889,GO:0031295,GO:0046642
BTN1A1	6	6	26501514	butyrophilin, subfamily 1, member A1	GO:0004872,GO:0005576,GO:0005887,GO:0016020
BTN2A1	6	6	26458864	butyrophilin, subfamily 2, member A1	GO:0003674,GO:0005887,GO:0006629,GO:0016020
BTN2A2	6	6	26384049	butyrophilin, subfamily 2, member A2	GO:0016020,GO:0016021,GO:0031324,GO:0046007,GO:0050710
BTN3A1	6	6	26405791	butyrophilin, subfamily 3, member A1	GO:0006629,GO:0016020,GO:0016021
BTN3A2	6	6	26368410	butyrophilin, subfamily 3, member A2	GO:0008150,GO:0016020,GO:0016021
BTN3A3	6	6	26444225	butyrophilin, subfamily 3, member A3	GO:0016020,GO:0016021
BTNL2	6	6	32362512	butyrophilin-like 2 (MHC class II associated)	GO:0016020,GO:0016021
BTNL3	5	5	180416028	butyrophilin-like 3	GO:0006629,GO:0016020,GO:0016021
BTNL8	5	5	180326310	butyrophilin-like 8	GO:0016020,GO:0016021
BTNL9	5	5	180472489	butyrophilin-like 9	GO:0016020,GO:0016021
BTRC	10	10	103113937	beta-transducin repeat containing	GO:0000209,GO:0000278,GO:0004842,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006470,GO:0006511,GO:0007165,GO:0008013,GO:0016032,GO:0016055,GO:0016567,GO:0016874,GO:0019005,GO:0030163,GO:0031145,GO:0031648,GO:0033598,GO:0042753,GO:0043122,GO:0044419,GO:0045309,GO:0045862,GO:0045892,GO:0045893,GO:0051437,GO:0051439,GO:0051726,GO:0060444,GO:0061136,GO:0071407
BUB1	2	2	111395540	Bub1p	GO:0000087,GO:0000166,GO:0000236,GO:0000278,GO:0000776,GO:0000776,GO:0000776,GO:0000777,GO:0000780,GO:0004672,GO:0004674,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005694,GO:0005829,GO:0006468,GO:0006915,GO:0007063,GO:0007093,GO:0007094,GO:0009790,GO:0044419,GO:0051301,GO:0051983,GO:0071173,GO:0071173,GO:0071173
BUB1B	15	15	40453421	budding uninhibited by benzimidazoles 1 homolog beta (yeast)	GO:0000075,GO:0000087,GO:0000166,GO:0000236,GO:0000278,GO:0000776,GO:0000776,GO:0000776,GO:0000776,GO:0000776,GO:0000776,GO:0000777,GO:0000940,GO:0004672,GO:0004674,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005680,GO:0005694,GO:0005737,GO:0005815,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0006468,GO:0006915,GO:0007049,GO:0007051,GO:0007067,GO:0007091,GO:0007093,GO:0007094,GO:0008283,GO:0031145,GO:0031145,GO:0034501,GO:0048015,GO:0048471,GO:0051233,GO:0051301,GO:0051436,GO:0051439
BUB3	10	10	124914433	Bub3p	GO:0000070,GO:0000075,GO:0000087,GO:0000236,GO:0000278,GO:0000776,GO:0000777,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005694,GO:0005730,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0007094,GO:0007126,GO:0008608,GO:0031145,GO:0031145,GO:0051301,GO:0051436,GO:0051439,GO:0051983,GO:0071173
BUD13	11	11	116619197	Bud13p	NA
BUD31	7	7	99008715	Bud31p	GO:0003700,GO:0005634,GO:0006351,GO:0006357
BVES	6	6	105548963	blood vessel epicardial substance	GO:0001921,GO:0005198,GO:0005886,GO:0005923,GO:0007155,GO:0007275,GO:0007517,GO:0008360,GO:0016021,GO:0016021,GO:0016192,GO:0016328,GO:0030054,GO:0032314,GO:0034446,GO:0040017,GO:0043088,GO:0090136
BYSL	6	6	41889300	bystin-like	GO:0005634,GO:0005730,GO:0005737,GO:0007155,GO:0007565,GO:0042254,GO:0043231
BZRAP1	17	17	56381730	benzodiazapine receptor (peripheral) associated protein 1	GO:0005737,GO:0005739,GO:0008150,GO:0030156
BZW1	2	2	201677940	basic leucine zipper and W2 domains 1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0006355,GO:0016070
BZW2	7	7	16746148	basic leucine zipper and W2 domains 2	GO:0005515,GO:0005515,GO:0007275,GO:0007399,GO:0016070,GO:0030154
C10orf10	10	10	45472839	chromosome 10 open reading frame 10	NA
C10orf104	10	10	73983672	chromosome 10 open reading frame 104	NA
C10orf107	10	10	63441000	chromosome 10 open reading frame 107	NA
C10orf108	10	10	698595	chromosome 10 open reading frame 108	NA
C10orf11	10	10	77542733	chromosome 10 open reading frame 11	NA
C10orf110	10	10	1090141	NA	NA
C10orf111	10	10	15138355	chromosome 10 open reading frame 111	GO:0016020,GO:0016021
C10orf113	10	10	21414751	chromosome 10 open reading frame 113	NA
C10orf114	10	10	21784528	chromosome 10 open reading frame 114	NA
C10orf116	10	10	88728301	chromosome 10 open reading frame 116	NA
C10orf118	10	10	115884901	chromosome 10 open reading frame 118	NA
C10orf119	10	10	121590985	chromosome 10 open reading frame 119	NA
C10orf12	10	10	98741147	chromosome 10 open reading frame 12	NA
C10orf120	10	10	124457248	hypothetical protein C10orf120-like	NA
C10orf122	10	10	127344468	chromosome 10 open reading frame 122	NA
C10orf125	10	10	135168873	Protein fucU homolog	GO:0005996,GO:0006004,GO:0016853,GO:0016857,GO:0042806
C10orf128	10	10	50363929	chromosome 10 open reading frame 128	GO:0016020,GO:0016021
C10orf129	10	10	96954242	chromosome 10 open reading frame 129	NA
C10orf131	10	10	97673182	chromosome 10 open reading frame 131	NA
C10orf137	10	10	127408376	chromosome 10 open reading frame 137	NA
C10orf140	10	10	21804024	chromosome 10 open reading frame 140	GO:0000166,GO:0005634
C10orf18	10	10	5762605	chromosome 10 open reading frame 18	NA
C10orf2	10	10	102749519	chromosome 10 open reading frame 2	NA
C10orf25	10	10	45495825	chromosome 10 open reading frame 25	GO:0005576
C10orf26	10	10	104503810	chromosome 10 open reading frame 26	NA
C10orf27	10	10	72531131	chromosome 10 open reading frame 27	NA
C10orf28	10	10	99967871	chromosome 10 open reading frame 28	NA
C10orf32	10	10	104614043	chromosome 10 open reading frame 32	NA
C10orf35	10	10	71391499	chromosome 10 open reading frame 35	GO:0016020,GO:0016021
C10orf4	10	10	95429582	chromosome 10 open reading frame 4	NA
C10orf40	10	10	61720671	chromosome 10 open reading frame 40	NA
C10orf41	10	10	77168740	NA	NA
C10orf46	10	10	120445639	chromosome 10 open reading frame 46	GO:0006511,GO:0031461,GO:0031625
C10orf47	10	10	11894076	chromosome 10 open reading frame 47	NA
C10orf50	10	10	26883251	NA	NA
C10orf53	10	10	50887743	chromosome 10 open reading frame 53	NA
C10orf54	10	10	73511009	chromosome 10 open reading frame 54	GO:0004872,GO:0016020,GO:0016021
C10orf55	10	10	75671442	chromosome 10 open reading frame 55	NA
C10orf57	10	10	81838455	chromosome 10 open reading frame 57	GO:0016020,GO:0016021
C10orf58	10	10	82180223	chromosome 10 open reading frame 58	GO:0005576,GO:0005739
C10orf62	10	10	99349654	chromosome 10 open reading frame 62	GO:0005515
C10orf67	10	10	23607838	chromosome 10 open reading frame 67	NA
C10orf68	10	10	32873189	chromosome 10 open reading frame 68	NA
C10orf71	10	10	50530590	chromosome 10 open reading frame 71	NA
C10orf72	10	10	50227694	chromosome 10 open reading frame 72	GO:0005886,GO:0016021
C10orf75	10	10	102148111	NA	NA
C10orf76	10	10	103607284	chromosome 10 open reading frame 76	GO:0016020,GO:0016021
C10orf78	10	10	105882748	NA	NA
C10orf79	10	10	105889896	NA	NA
C10orf81	10	10	115515036	chromosome 10 open reading frame 81	NA
C10orf82	10	10	118423680	chromosome 10 open reading frame 82	NA
C10orf84	10	10	120070368	chromosome 10 open reading frame 84	NA
C10orf88	10	10	124691942	Uncharacterized protein C10orf88	GO:0042802
C10orf90	10	10	128114432	chromosome 10 open reading frame 90	NA
C10orf91	10	10	134258753	chromosome 10 open reading frame 91	NA
C10orf93	10	10	134742956	chromosome 10 open reading frame 93	GO:0005488
C10orf95	10	10	104210213	chromosome 10 open reading frame 95	NA
C10orf96	10	10	118084523	chromosome 10 open reading frame 96	NA
C10orf99	10	10	85933607	chromosome 10 open reading frame 99	GO:0005576
C11orf1	11	11	111750284	chromosome 11 open reading frame 1	GO:0003674,GO:0005634,GO:0008150
C11orf10	11	11	61557266	chromosome 11 open reading frame 10	GO:0016020,GO:0016021
C11orf16	11	11	8942862	chromosome 11 open reading frame 16	NA
C11orf17	11	11	8932996	chromosome 11 open reading frame 17	NA
C11orf2	11	11	64863722	chromosome 11 open reading frame 2	NA
C11orf20	11	11	64067882	chromosome 11 open reading frame 20	GO:0005737,GO:0007283,GO:0030154
C11orf21	11	11	2320685	chromosome 11 open reading frame 21	GO:0005737
C11orf24	11	11	68029112	chromosome 11 open reading frame 24	GO:0016020,GO:0016021
C11orf30	11	11	76157982	chromosome 11 open reading frame 30	NA
C11orf31	11	11	57509067	chromosome 11 open reading frame 31	NA
C11orf34	11	11	112119521	chromosome 11 open reading frame 34	NA
C11orf35	11	11	554979	chromosome 11 open reading frame 35	NA
C11orf36	11	11	3244361	chromosome 11 open reading frame 36	NA
C11orf40	11	11	4592652	chromosome 11 open reading frame 40	NA
C11orf41	11	11	33564000	chromosome 11 open reading frame 41	GO:0016020,GO:0016021
C11orf42	11	11	6226845	chromosome 11 open reading frame 42	NA
C11orf45	11	11	128772451	chromosome 11 open reading frame 45	GO:0005576
C11orf46	11	11	30352495	chromosome 11 open reading frame 46	NA
C11orf48	11	11	62430600	chromosome 11 open reading frame 48	NA
C11orf49	11	11	46958356	chromosome 11 open reading frame 49	NA
C11orf51	11	11	71820926	chromosome 11 open reading frame 51	GO:0005622
C11orf52	11	11	111789696	chromosome 11 open reading frame 52	NA
C11orf53	11	11	111152158	chromosome 11 open reading frame 53	NA
C11orf54	11	11	93480559	chromosome 11 open reading frame 54	GO:0005515,GO:0005634,GO:0008270,GO:0016788,GO:0046872
C11orf57	11	11	111946298	chromosome 11 open reading frame 57	NA
C11orf58	11	11	16760325	chromosome 11 open reading frame 58	NA
C11orf59	11	11	71808867	chromosome 11 open reading frame 59	NA
C11orf60	11	11	118415630	chromosome 11 open reading frame 60	NA
C11orf61	11	11	124637071	chromosome 11 open reading frame 61	NA
C11orf63	11	11	122756557	chromosome 11 open reading frame 63	NA
C11orf64	11	11	60454621	chromosome 11 open reading frame 64	GO:0016020,GO:0016021
C11orf65	11	11	108253747	chromosome 11 open reading frame 65	NA
C11orf66	11	11	61249281	chromosome 11 open reading frame 66	NA
C11orf67	11	11	77553542	chromosome 11 open reading frame 67	NA
C11orf68	11	11	65684929	chromosome 11 open reading frame 68	NA
C11orf70	11	11	101918201	chromosome 11 open reading frame 70	NA
C11orf71	11	11	114262286	chromosome 11 open reading frame 71	NA
C11orf73	11	11	86013490	chromosome 11 open reading frame 73	GO:0005737,GO:0007030,GO:0007275,GO:0030324
C11orf74	11	11	36631653	chromosome 11 open reading frame 74	NA
C11orf75	11	11	93212175	chromosome 11 open reading frame 75	GO:0003674,GO:0005575,GO:0008150,GO:0016020,GO:0016021
C11orf80	11	11	66512213	chromosome 11 open reading frame 80	NA
C11orf82	11	11	82625780	chromosome 11 open reading frame 82	NA
C11orf83	11	11	62439217	chromosome 11 open reading frame 83	GO:0005576
C11orf84	11	11	63581158	chromosome 11 open reading frame 84	NA
C11orf85	11	11	64707134	chromosome 11 open reading frame 85	NA
C11orf86	11	11	66742833	chromosome 11 open reading frame 86	NA
C11orf87	11	11	109294359	chromosome 11 open reading frame 87	GO:0016020,GO:0016021
C11orf88	11	11	111385509	chromosome 11 open reading frame 88	NA
C11orf9	11	11	61520216	chromosome 11 open reading frame 9	NA
C11orf90	11	11	93553734	chromosome 11 open reading frame 90	GO:0016020,GO:0016021
C11orf93	11	11	111177252	chromosome 11 open reading frame 93	NA
C11orf94	11	11	45928119	chromosome 11 open reading frame 94	GO:0005576
C11orf95	11	11	63530889	chromosome 11 open reading frame 95	GO:0008270,GO:0005622
C12orf10	12	12	53693521	MYG1 protein	GO:0003674,GO:0005575,GO:0005634,GO:0005739,GO:0043473
C12orf11	12	12	27058429	chromosome 12 open reading frame 11	GO:0005515,GO:0007049,GO:0007067,GO:0007346,GO:0051301
C12orf12	12	12	91347298	chromosome 12 open reading frame 12	NA
C12orf23	12	12	107360894	chromosome 12 open reading frame 23	GO:0016020,GO:0016021
C12orf24	12	12	110906680	chromosome 12 open reading frame 24	NA
C12orf26	12	12	82752344	chromosome 12 open reading frame 26	NA
C12orf27	12	12	121410095	NA	NA
C12orf29	12	12	88429425	chromosome 12 open reading frame 29 ortholog	NA
C12orf30	12	12	112467334	NA	NA
C12orf32	12	12	2998626	chromosome 12 open reading frame 32	NA
C12orf34	12	12	110181951	chromosome 12 open reading frame 34	NA
C12orf35	12	12	32133889	chromosome 12 open reading frame 35	NA
C12orf39	12	12	21679406	chromosome 12 open reading frame 39	GO:0005576,GO:0005634,GO:0005730,GO:0030133,GO:0031410,GO:0043231
C12orf4	12	12	4598972	chromosome 12 open reading frame 4	NA
C12orf40	12	12	40020138	chromosome 12 open reading frame 40	NA
C12orf41	12	12	49047826	chromosome 12 open reading frame 41	NA
C12orf42	12	12	103695885	chromosome 12 open reading frame 42	NA
C12orf43	12	12	121441955	Uncharacterized protein C12orf43	NA
C12orf44	12	12	52467434	chromosome 12 open reading frame 44	NA
C12orf45	12	12	105380130	chromosome 12 open reading frame 45	NA
C12orf47	12	12	112280706	chromosome 12 open reading frame 47	NA
C12orf48	12	12	102517666	chromosome 12 open reading frame 48	GO:0003677,GO:0005634,GO:0005737,GO:0006974
C12orf49	12	12	117155614	chromosome 12 open reading frame 49	GO:0005576
C12orf5	12	12	4430437	chromosome 12 open reading frame 5	NA
C12orf50	12	12	88374107	chromosome 12 open reading frame 50	NA
C12orf51	12	12	112600190	chromosome 12 open reading frame 51	GO:0004842,GO:0005622,GO:0006464,GO:0016020,GO:0016021,GO:0016874,GO:0016881,GO:0042787
C12orf52	12	12	113624551	chromosome 12 open reading frame 52	NA
C12orf53	12	12	6804201	chromosome 12 open reading frame 53	GO:0016020,GO:0016021
C12orf54	12	12	48877079	chromosome 12 open reading frame 54 ortholog	NA
C12orf56	12	12	64660962	chromosome 12 open reading frame 56	NA
C12orf57	12	12	7053284	chromosome 12 open reading frame 57	NA
C12orf59	12	12	10332189	chromosome 12 open reading frame 59	GO:0016020,GO:0016021
C12orf60	12	12	14975869	chromosome 12 open reading frame 60	NA
C12orf61	12	12	62996722	chromosome 12 open reading frame 61	NA
C12orf62	12	12	50513826	chromosome 12 open reading frame 62	GO:0005739,GO:0016020,GO:0016021
C12orf65	12	12	123738221	chromosome 12 open reading frame 65	GO:0003747,GO:0005739,GO:0006415
C12orf66	12	12	64587621	chromosome 12 open reading frame 66	NA
C12orf68	12	12	48577905	chromosome 12 open reading frame 68	GO:0005737
C12orf69	12	12	14958936	chromosome 12 open reading frame 69	GO:0016020,GO:0016021
C12orf70	12	12	27623564	chromosome 12 open reading frame 70	GO:0016020,GO:0016021
C12orf71	12	12	27234106	chromosome 12 open reading frame 71	NA
C12orf72	12	12	31814887	chromosome 12 open reading frame 72	NA
C12orf73	12	12	104345300	chromosome 12 open reading frame 73	GO:0005576
C12orf74	12	12	93100407	chromosome 12 open reading frame 74	NA
C12orf75	12	12	105724669	chromosome 12 open reading frame 75	NA
C12orf76	12	12	110480155	chromosome 12 open reading frame 76	NA
C12orf77	12	12	25147230	chromosome 12 open reading frame 77	NA
C13orf1	13	13	50489198	chromosome 13 open reading frame 1	NA
C13orf15	13	13	42031843	chromosome 13 open reading frame 15	NA
C13orf16	13	13	111973237	chromosome 13 open reading frame 16	GO:0016020,GO:0016021
C13orf18	13	13	46917519	chromosome 13 open reading frame 18	NA
C13orf23	13	13	39585501	chromosome 13 open reading frame 23	NA
C13orf25	13	13	92006829	NA	NA
C13orf26	13	13	31506852	chromosome 13 open reading frame 26	NA
C13orf27	13	13	103418750	chromosome 13 open reading frame 27	GO:0016787
C13orf28	13	13	113030699	chromosome 13 open reading frame 28	NA
C13orf29	13	13	111522655	chromosome 13 open reading frame 29	NA
C13orf30	13	13	43358203	chromosome 13 open reading frame 30	NA
C13orf31	13	13	44455121	chromosome 13 open reading frame 31	NA
C13orf33	13	13	31480652	chromosome 13 open reading frame 33	NA
C13orf34	13	13	73303078	chromosome 13 open reading frame 34	NA
C13orf35	13	13	113333693	chromosome 13 open reading frame 35	NA
C13orf36	13	13	37269215	chromosome 13 open reading frame 36	GO:0016020,GO:0016021
C13orf37	13	13	73284459	NA	NA
C13orf38	13	13	36801337	chromosome 13 open reading frame 38	NA
C13orf39	13	13	103338380	chromosome 13 open reading frame 39	NA
C14orf1	14	14	76117897	chromosome 14 open reading frame 1	GO:0003674,GO:0005783,GO:0005789,GO:0008150,GO:0016020,GO:0016021,GO:0016126,GO:0030133
C14orf101	14	14	57046632	chromosome 14 open reading frame 101	GO:0016020,GO:0016021
C14orf102	14	14	90744679	chromosome 14 open reading frame 102	GO:0003674,GO:0005515,GO:0005575,GO:0008150
C14orf104	14	14	50092259	chromosome 14 open reading frame 104	NA
C14orf105	14	14	57938072	chromosome 14 open reading frame 105	NA
